SIRET,NIC_ministere,SIREN,Code_CJ3,Raison_sociale,Nom,Prenom,Enseigne,Nom_commercial,Sigle,Code_Etat,Date_de_l_etat,Code_NAF2_10,Code_NAF2_38,Code_activite,Date_debut_activite,Ancien_code_APE,Code_Qualite_siege,NIC_du_siege,Code_UT_du_siege,Siege_et_region,Siege_et_departement,Code_tutelle,Tranche_eff__INSEE,Annee_tranche_eff_,Dernier_eff__physique,Date_der_eff_physique,Source_dernier_eff_phy,Eff_Physique_extrait,Date_Eff_phy_extrait,Source_Eff_phy_extrait,Dernier_effectif_ETP,Date_der_eff_ETP,Source_dernier_eff_ETP,Code_Employeur,Date_employeur,Date_de_creation,Code_Modalite_activ_,Code_Car__saisonnier,Code_Car__auxiliaire,Code_Marchand,Code_Accepte_refuse,Code_Region,Code_Departement,Code_UT,Code_Section,Date_Debut_section,Code_rivoli_de_la_voie,Numero_dans_la_voie,Code_Indice_repetition,Code_Type_de_voie,Libelle_voie,Complement_adresse,Code_postal,Code_commune,Libelle_commune,Annee_IDCC,Codes_IDCC
30263987700133,0,302639877,5710,COMPTOIR INDUSTRIEL REGIONAL,,,SUD ROULEMENTS,,,1,01/01/2002,4,G,4669B,05/01/2008,518M,3,00067,81,76,81,1,11,31/12/2012,11,31/12/2012,230,,,,,,,O,01/01/2004,01/01/2002,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34301A205,,,,ZI ETANG DES EAUX BLANCH,,34200,34301,SETE,2014,0
30337658600887,0,303376586,5202,DARTY GRAND EST,,,DARTY,,DARTY,1,31/07/2013,10,S,9522Z,,527D,6,00085,69,84,69,1,,,44,31/07/2013,210,,,,,,,O,,31/07/2013,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30103-00002370099,892,,ALL,DE LA BARAQUETTE,ZI PLATEAU DE SIGNARGUES,30390,30103,DOMAZAN,2014,1
30337658601067,0,303376586,5202,DARTY GRAND EST,,,DARTY,,DARTY,1,31/07/2013,4,G,4754Z,,524L,6,00085,69,84,69,1,,,0,31/07/2013,210,,,,,,,N,,31/07/2013,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34032A002,,,,ZAC DE BASTIT,,34500,34032,BEZIERS,2014,1
30337674300033,0,303376743,5499,ALU PERPIGNAN,,,,,,3,03/01/2011,2,CH,2512Z,05/01/2008,281C,7,00041,66,RR,DD,1,12,31/12/2010,0,03/01/2011,217,,,,,,,N,,26/01/1988,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661362581,203,,RUE,JEAN BAPTISTE BIOT,,66000,66136,PERPIGNAN,2010,2
30340959300256,0,303409593,5710,ELIOR SERVICES PROPRETE ET SANTE,,,,,ESPS,1,31/01/2011,8,N,8121Z,,747Z,6,00520,92,11,92,1,,,189,31/05/2015,261,,,,,,,O,,31/01/2011,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341540752,394,,RUE,CHARLES NUNGESSER,ESPACE COMMERCIAL MAUGUI,34130,34154,,2014,3
30357662300027,0,303576623,5499,ENTR DE PUBLICATIONS DU SUD-OUEST,,,,SYNOPTIQUE S.O,E P S O,3,16/12/2011,5,JA,5814Z,05/01/2008,221E,2,00027,31,RR,DD,1,02,31/12/2010,0,16/12/2011,217,,,,,,,N,,01/10/1983,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315555056,7,,RUE,LARREY,,31000,31555,TOULOUSE,2010,2
30378993700016,0,303789937,5710,CHEVRIN GELI,,,,,,3,01/09/2014,3,F,4399C,05/01/2008,452B,7,00032,11,RR,DD,1,12,31/12/2012,0,01/09/2014,217,,,,,,,N,01/09/2014,,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11002-00000112014,,,,LES MELIX,,11320,11002,AIROUX,2013,2
30390989900013,0,303909899,10XX,,CASZALOT,PIERRE,,,,1,01/01/1975,2,CM,3312Z,01/01/2011,504Z,2,00013,32,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,01/01/1975,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,32256-00002453247,,,RTE,AU PONT,AU PONT,32300,32256,MIRANDE,2014,1
30401205700051,0,304012057,5499,SOC GAZ DEPANNAGE,,,,GAZ DEPANNAGE,,1,24/06/1989,3,F,4322B,05/01/2008,453F,2,00051,30,RR,DD,1,12,31/12/2012,22,31/12/2012,230,,,,22,31/12/2003,271,O,,24/06/1989,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301891954,10,,RUE,CITE PAUL GIRAN,,30000,30189,NIMES,2014,2
30401312100013,0,304013121,9220,ASSOCIATION PARENTS D'ELEVES,,,,GESTION CANTINE RIEUCROS TOURTROL,,1,01/01/2000,4,I,5629B,05/01/2008,555A,2,00013,09,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2004,,S,P,N,NMPUB,1,76,09,09,09U01,11/11/2014,09244-00000101965,,,RUE,DES ECOLES,,09500,09244,,2014,9
30420165000948,0,304201650,5710,HEBDOPRINT,,,,,,3,03/11/2011,2,CC,1813Z,05/01/2008,222G,6,00096,69,84,69,1,02,31/12/2010,0,03/11/2011,217,,,,,,,N,,01/04/1999,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301894204,1,,RUE,DE L HOSTELLERIE,,30900,30189,NIMES,2011,0
30422716800040,0,304227168,10XX,,MARAND,ALAIN CHARLES PIERRE,,,,3,18/11/2011,8,MA,7010Z,,744B,2,00065,31,RR,DD,1,,,0,18/11/2011,217,,,,,,,N,,01/03/2003,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315553300,42,,RUE,DES FILATIERS,,31000,31555,TOULOUSE,2011,0
30436918400011,0,304369184,5499,GUITART-TOURENQ,,,,,,3,01/02/2012,3,F,4322B,06/10/2010,453E,7,00029,09,RR,DD,1,01,31/12/2010,0,01/02/2012,217,,,,,,,N,,01/01/1975,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,09306-00000103662,18,,RUE,DE SABART,,09400,09306,TARASCON SUR ARIEGE,2012,0
30438304500016,0,304383045,5499,ETABLISSEMENTS JEAN RAYNAUD ET FILS,,,,,,3,26/12/2009,4,G,4776Z,05/01/2008,524X,2,00016,34,RR,DD,1,,,0,12/05/2010,217,,,,,,,N,,01/01/1975,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,34134-00000526696,,,RTE,DE LA MOSSON,LIEU DIT,34880,34134,LAVERUNE,2009,1
30449785203400,0,304497852,5498,SECURITAS FRANCE SARL,,,,,,1,01/08/2009,8,N,8010Z,,746Z,7,02055,75,11,75,1,12,31/12/2012,61,31/12/2015,261,,,,,,,O,,01/08/2009,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,312540226,,,ALL,DU LAC,GREEN PARK-RDC,31670,31254,,2014,1
30455819000019,0,304558190,5710,GELIS,,,,,,3,01/04/2011,4,G,4618Z,05/01/2008,511R,2,00019,11,RR,DD,1,01,31/12/2010,0,28/05/2011,217,,,,,,,N,,01/01/1975,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,112030805,11,,RUE,JACQUES KABLE,,11200,11203,LEZIGNAN CORBIERES,2011,0
30460368100038,0,304603681,5710,N3 SERVICE AGRI,,,,CONCESSION CLASS,,1,12/12/1989,4,G,4661Z,05/01/2008,518P,2,00038,32,RR,DD,1,12,31/12/2012,25,31/12/2012,230,,,,,,,O,01/01/2004,12/12/1989,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,32119-00000469457,,,RTE,DE CONDOM,LD CIEUTAT,32800,32119,EAUZE,2014,1
30464657300036,0,304646573,5499,SARL BOUDOU,,,,LA PRESSE DU POINT ZERO,,1,01/06/1992,4,G,4789Z,05/01/2008,526E,3,00010,34,RR,34,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,01/01/2010,01/06/1992,S,S,N,MARCH,1,76,30,30,30U02,05/09/2014,30133-00000428044,,,,PORT CAMARGUE,CENTRE COMMERCIAL PLAGE,30240,30133,LE GRAU DU ROI,2014,1
30485350000011,0,304853500,10XX,,BOSC,JACQUELINE,,,,3,31/12/2014,4,G,4772B,05/01/2008,524F,6,00029,09,RR,DD,1,00,31/12/2012,0,31/12/2014,217,,,,,,,N,,,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,092615820,8,,RUE,DU PONT VIEUX,,09200,09261,SAINT GIRONS,2014,0
30494121400021,0,304941214,5710,TRANSPORTS PYRENEES COMMINGES,,,,,,1,01/09/1985,4,H,4941A,05/01/2008,602M,2,00021,31,RR,DD,2,12,31/12/2012,65,31/05/2016,261,,,,,,,O,,01/09/1985,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,314670175,,,IMP,GUTEMBERG,ZI DU TERROIR,31140,31467,SAINT ALBAN,2014,0
30507213400011,0,305072134,10XX,,PELLATON,JACQUES,,,,3,15/01/2012,3,F,4321A,05/01/2008,453A,7,00029,30,RR,DD,1,02,31/12/2010,0,15/01/2012,217,,,,,,,N,,01/01/1976,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30141-00000428805,,,RUE,FREDERIC PASSY,,30290,30141,LAUDUN L'ARDOISE,2012,1
30515358700038,0,305153587,5710,SEDIMAP,,,,,SEDIMAP,3,25/03/2014,4,G,4652Z,,316D,2,00038,82,RR,DD,1,12,31/12/2012,0,25/03/2014,217,,,,,,,N,,01/06/2003,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,821214725,192,,IMP,LOUIS LEPINE,ZI ALBASUD,82000,82121,MONTAUBAN,2013,1
30515426202744,0,305154262,5710,JULES,,,JULES,JULES,,1,14/08/2009,4,G,4771Z,,524C,6,00037,59,32,59,1,03,31/12/2012,6,31/12/2012,230,,,,,,,O,,14/08/2009,S,P,N,MARCH,1,76,81,81,81U01,,810043185,,,RUE,DES PORTES D ALBI,CENTRE COMMERCIAL LES PO,81000,81004,ALBI,2014,0
30519788100033,0,305197881,10XX,,GALLIANO,LAURENT,,,,1,18/11/1999,3,F,4332A,05/01/2008,203Z,2,00033,34,RR,DD,1,00,31/12/2009,1,31/12/2009,230,,,,,,,O,,18/11/1999,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,34022-00000517273,240,,RUE,DE LA BISTE,,34670,34022,BAILLARGUES,2009,2
30520829000034,0,305208290,2220,SARL BELMONTE EXPERTISE EURL CECOSUD HOLDING,,,,,,3,01/01/2012,8,MA,6920Z,05/01/2008,741C,7,00042,34,RR,DD,1,12,31/12/2010,0,01/01/2012,217,,,,21,31/12/2004,271,N,,01/01/1976,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340032161,17,,BD,DU SOLEIL,RTE DU CAP,,34003,AGDE,2011,0
30533263700068,0,305332637,5599,BREVALEX,,,,,,3,01/06/2010,8,MA,7112B,,742C,6,00035,75,11,75,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,19/08/2008,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315552952,56,,BD,DE L EMBOUCHURE,BATIMENT B,31200,31555,TOULOUSE,2009,0
30549268800018,0,305492688,6589,SCM CANCIO-HEBERT HOCHE LAGOUTE-LORAIN LORTEAU CHAUMETTE,,,,,,3,15/04/2015,8,N,8219Z,05/01/2008,748F,7,00026,32,RR,DD,1,02,31/12/2012,0,15/04/2015,217,,,,,,,N,,26/04/1975,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,320130050,1,,AV,D ALSACE,,32000,32013,AUCH,2014,1
30549306600214,0,305493066,5710,AMPLIFON MEDITERRANEE,,,AMPLIFON SURDITEL NARBONNE,AMPLIFON,CCA,3,01/04/2010,4,G,4774Z,05/01/2008,523C,6,00032,30,RR,30,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,20/12/1999,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,112625060,32,,QUA,VALLIERE,,11100,11262,NARBONNE,2009,1
30563503900384,0,305635039,5599,BASTIDE LE CONFORT MEDICAL,,,BASTIDE LE CONFORT MEDICAL,,,3,30/06/2014,4,G,4774Z,05/01/2008,523C,6,00194,30,RR,30,1,11,31/12/2012,0,30/06/2014,217,,,,,,,N,,01/07/1999,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,091600420,47,,AV,LEON BLUM,,09300,09160,LAVELANET,2014,1
30573411300015,0,305734113,10XX,,GRES,EUGENE,,,,3,10/10/2010,4,G,4722Z,05/01/2008,522C,2,00015,34,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,01/01/1976,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34023-00000517697,3,,RUE,DES THERMES,,34540,34023,BALARUC LES BAINS,2010,0
30585857300010,0,305858573,10XX,,ABBADIE,JEAN-CLAUDE CYRILLE,,,,1,01/01/1975,7,L,6820B,,452V,2,00010,65,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,,01/01/1975,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,65271-00001788658,,,,_VOIE NON PRECISEE,,65100,65271,LEZIGNAN,2014,1
30587411700065,0,305874117,9220,NATIONALE DE RECHERCHE ET D,,,IME JOSEPH FORGUES,,ANRAS,1,05/02/1986,9,QB,8710B,05/01/2008,853A,3,00651,31,RR,31,1,12,31/12/2010,40,31/12/2010,230,,,,27,31/12/2004,271,O,,05/02/1986,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,654402920,12,,RUE,DES PYRENEES,A.N.R.A.S.- I.M.E. JOSEP,65000,65440,,2014,0
30587411700545,0,305874117,9220,NATIONALE DE RECHERCHE ET D,,,,,ANRAS,3,25/04/2011,9,QB,8710B,05/01/2008,853A,7,00651,31,RR,DD,1,12,31/12/2010,0,25/04/2011,217,,,,,,,N,,01/02/2004,S,P,N,NMPRI,1,76,31,31,31U02,07/11/2014,315555602,1,,IMP,MARCEL CHALARD,AGOP TUTELLES ET CURATEL,31100,31555,TOULOUSE,2010,0
30622016100013,0,306220161,5499,AMELIORAT SAUVEGARDE PROTECTION ENVIRONN,,,,,,3,31/12/2016,2,CG,2229A,05/01/2008,252H,2,00013,30,RR,DD,1,00,31/12/2010,0,31/12/2016,217,,,,,,,N,,01/01/1962,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,302591030,1765,,RTE,(NATION.106) DE NIMES,QU DES MOUTETS,30560,30259,SAINT HILAIRE DE BRETHMAS,2009,0
30624328804001,0,306243288,5710,ADIA,,,,ADIA EXECUTIVE - ADIA -IDEAL JOB,,3,31/12/2009,8,N,7820Z,05/01/2008,745B,6,10545,69,84,69,1,,,11,31/12/2010,241,,,,,,,N,,31/03/2000,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,092250070,70,B,BD,ALSACE LORRAINE,,09100,09225,PAMIERS,2010,2
30631656300015,0,306316563,9220,STADE OLYMPIQUE DE CODOGNAN,,,,,,3,24/07/2015,10,R,9312Z,,926C,7,00023,30,RR,DD,1,01,31/12/2010,0,24/07/2015,217,,,,,,,N,,25/12/1997,S,P,N,NMPRI,1,76,30,30,30U02,05/09/2014,30083-00000425231,24,,RUE,DES MOURGUES,CHEZ CLEMENT COSTE,30920,30083,CODOGNAN,2014,2
30643776500044,0,306437765,10XX,,DIDIER,LOUIS,,,,3,31/12/2017,3,F,4333Z,05/01/2008,454F,2,00044,82,RR,DD,1,01,31/12/2012,0,31/12/2017,217,,,,,,,N,,07/01/1993,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,821216041,218,,CHE,DES PIBOULS,,82000,82121,MONTAUBAN,2014,2
30673546500016,0,306735465,6589,SCM LES RECOLLETS,,,,,,1,01/01/2000,8,N,8219Z,05/01/2008,748K,2,00016,31,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,01/01/2004,,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315557344,40,,BD,DES RECOLLETS,,31400,31555,TOULOUSE,2014,1
30675714700054,0,306757147,10XX,,COMTE,MICHEL,,,,3,31/12/2016,8,MA,6920Z,,741C,7,00039,34,,,1,,,0,31/12/2016,217,,,,,,,N,,31/12/2013,S,,N,MARCH,1,76,34,34,34U03,05/09/2014,34169-00002599230,320,,ALL,DES VIGNES,ZONE DU FESCAU,34980,34169,MONTFERRIER SUR LEZ,2014,0
30705950100030,0,307059501,5599,CABINET D'EXPERTISE COMPTABLE COUTURIER,,,,,CCC,3,19/07/2010,8,MA,6920Z,05/01/2008,741C,7,00048,31,RR,DD,1,,,0,19/07/2010,217,,,,,,,N,,15/02/1990,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315550169,9,,PL,ALFONSE JOURDAIN,LE CAFFARELLI,31000,31555,TOULOUSE,2009,0
30722418800028,0,307224188,5720,COMPTOIR CEVENOL DU BOIS,,,,,CCB,1,24/09/1997,4,G,4673A,01/04/2009,602M,2,00028,30,RR,DD,1,11,31/12/2012,9,31/12/2012,230,,,,,,,O,,24/09/1997,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30010-00000420075,185,B,CHE,DE MAGALI LABAHOU,LABAHOU,30140,30010,ANDUZE,2014,1
30759136200024,0,307591362,10XX,,BOUDET,GERARD,,,,3,30/06/2011,4,G,4754Z,05/01/2008,524L,2,00024,12,RR,DD,1,01,31/12/2010,0,30/06/2011,217,,,,,,,N,,,S,P,N,MARCH,1,76,12,12,12U01,,120130700,64,,RUE,JULES GUESDE,,12110,12013,AUBIN,2010,1
30819591600017,0,308195916,10XX,,AMBERT,GUY FRANCOIS,,,,3,31/12/2014,2,CA,1071C,05/01/2008,158C,2,00017,30,RR,DD,1,01,31/12/2012,0,31/12/2014,217,,,,,,,N,,,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,300280691,47,,AV,LEON BLUM,,30200,30028,BAGNOLS SUR CEZE,2014,0
30842024900036,0,308420249,10XX,,DELENNE,SYLVIAN LEON,LE PROGRES,,,3,01/07/2011,4,I,5630Z,05/01/2008,554B,2,00036,30,RR,DD,1,02,31/12/2009,0,01/07/2011,217,,,,,,,N,,01/08/1999,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30041-00000422305,,,RUE,DE L'HOTEL DE VILLE,,30700,30041,BLAUZAC,2010,1
30858242800022,0,308582428,10XX,,TOLUB,SAMMY BERNARD,,,,3,31/12/2012,9,P,8559A,05/01/2008,804C,7,00030,31,RR,DD,1,00,31/12/2012,0,31/12/2012,217,,,,,,,N,,,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315550980,21,,RUE,BEGUE DAVID,,31400,31555,TOULOUSE,2012,9
30887683800027,0,308876838,5499,SARL TRANS-SANITAIRE,,,,,,3,01/03/2012,4,H,4932Z,05/01/2008,851J,7,00035,11,RR,DD,2,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11288-00000123413,7,,PL,DE PROVENCE,PEZENS,11170,11288,PEZENS,2011,9
30888499800219,0,308884998,5710,AKKA INGENIERIE PRODUIT,,,,,,3,01/07/2016,8,MA,7112B,05/01/2008,742C,6,00375,92,11,92,1,31,31/12/2012,0,01/07/2016,217,,,,,,,N,01/07/2016,01/07/2007,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,311491341,25,,BD,VICTOR HUGO,25 A 27,31770,31149,COLOMIERS,2014,1
30889577002538,0,308895770,5720,SOGECA,,,AUDIKA,AUDIKA,,1,30/11/2010,4,G,4774Z,,523C,6,04807,75,11,75,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,30/11/2010,S,S,N,MARCH,1,76,31,31,31U01,07/11/2014,315558328,63,,BD,DE STRASBOURG,,31000,31555,TOULOUSE,2014,1
30889577004823,0,308895770,5720,SOGECA,,,AUDIKA,AUDIKA,,1,19/05/2014,4,G,4774Z,,523C,6,04807,75,,,1,,,0,19/05/2014,210,,,,,,,N,,19/05/2014,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,662100119,10,,ALL,DES DROITS DE L'HOMME,,66300,66210,THUIR,2014,1
30902127700210,0,309021277,5202,COVALENS,,,,,COV,3,01/09/2017,7,L,6831Z,05/01/2008,703A,6,00228,75,11,75,1,02,31/12/2012,0,01/09/2017,217,,,,,,,N,01/09/2017,01/09/2006,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315558328,46,,BD,DE STRASBOURG,,31000,31555,TOULOUSE,2014,1
30923407800025,0,309234078,10XX,,GUIRAUD,T,,PRESSING 113,,3,30/06/2010,10,S,9601B,05/01/2008,930B,2,00025,34,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,13/08/1994,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341420650,15,,BD,DE LA LIBERTE,,34700,34142,LODEVE,2010,9
30935927100017,0,309359271,5499,NAUTEL SPINAKER,,,,,,1,01/01/1977,4,I,5510Z,05/01/2008,551A,2,00017,30,RR,DD,1,03,31/12/2012,8,31/12/2012,230,,,,,,,O,02/05/2006,01/01/1977,S,S,N,MARCH,1,76,30,30,30U02,05/09/2014,301330324,,,,VC DE LA POINTE DU MOLE,PORT CAMARGUE,30240,30133,LE GRAU DU ROI,2014,1
30942802700010,0,309428027,10XX,,COSTA,PHILIPPE,,,,3,31/10/2016,4,G,4778B,05/01/2008,524Y,2,00028,66,RR,DD,1,01,31/12/2012,0,31/10/2016,217,,,,,,,N,,01/01/1977,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,660490820,5,,PL,DU PONT,,66400,66049,CERET,2014,1
30943357100036,0,309433571,5710,SA DE MAGASINAGE ADMINISTRATION ET GROS,,,ROUSSO DISTRIBUTION,,SAMAG,1,05/03/1999,4,G,4771Z,05/01/2008,524C,3,00481,35,53,35,1,03,31/12/2012,6,31/12/2012,230,,,,,,,O,01/01/2004,05/03/1999,S,P,N,MARCH,1,76,12,12,12U01,,12264-00000142372,,,,ELDORADO II,ZONE COMMERCIALE,12740,12264,SEBAZAC CONCOURES,2014,0
30951692000100,0,309516920,6589,SCM IMAGERIE CANCEROLOGIE MEDICALES,,,,,,1,01/07/1996,6,K,6619A,05/01/2008,748K,3,00084,34,RR,DD,1,02,31/12/2012,5,31/12/2012,230,,,,,,,O,01/01/2004,01/07/1996,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341290157,,,AV,DE L AGAU,IMMEUBLE LE VIVALDI,34970,34129,LATTES,2014,1
30955366700028,0,309553667,5499,ORGANISATION MODERNE DU COURRIER,,,,,OMC,1,01/01/2000,4,G,4666Z,05/01/2008,518H,2,00028,31,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,,,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,310440027,4,,RUE,ANDRE CITROEN,,31130,31044,,2014,1
30956733700097,0,309567337,5499,TRANSPORTS LIEURES,,,TRANSPORT LIEURES,,,1,01/08/2006,4,H,4942Z,05/01/2008,602N,7,00063,09,RR,DD,2,01,31/12/2012,2,31/12/2012,230,,,,,,,O,,01/08/2006,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,09225-00001734190,,,AV,DU 9 EME RCP,,09100,09225,,2014,0
30963345100054,0,309633451,5710,UGIN'DENTAIRE,,,,,,3,01/04/2016,2,CK,2821Z,05/01/2008,292A,6,00070,38,84,38,1,02,31/12/2012,0,01/04/2016,217,,,,,,,N,01/04/2016,25/08/2003,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315555783,4,,RUE,MARYSE HILSZ,,31500,31555,TOULOUSE,2014,2
30964891300015,0,309648913,5499,SOCIETE D'EXPLOITATION FABRE ET FILS,,,,,,1,01/01/1977,4,G,4623Z,05/01/2008,512E,2,00015,81,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,01/01/2004,01/01/1977,S,P,N,MARCH,1,76,81,81,81U01,,81097-00001253627,,,LD,LE BOUSQUET,,81990,81097,FREJAIROLLES,2014,9
30997525800034,0,309975258,10XX,,GUIRAL,GASTON,,LA BORDELAISE,,1,01/01/1994,4,G,4617B,05/01/2008,511N,6,00042,81,RR,81,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,12/05/2011,01/01/1994,S,P,N,MARCH,1,76,12,12,12U01,,12270-00000142803,,,,NOVIS,,12150,12270,SEVERAC LE CHATEAU,2014,0
31020134800094,0,310201348,,SIMONETTO*CHRISTIAN MICHEL/,SIMONETTO,CHRISTIAN,,,,1,10/11/2011,3,F,4339Z,10/11/2011,454M,2,00094,32,,,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,10/11/2011,S,,N,MARCH,1,76,32,32,32U01,08/11/2014,321320975,12,,RUE,DE SAUBAT,,32500,32132,FLEURANCE,2014,1
31035903900016,0,310359039,5499,GARAGE DU BOULEVARD PIERRE CURIE,,,,,,1,01/01/1977,4,G,4511Z,05/01/2008,501Z,2,00016,31,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,01/01/2004,01/01/1977,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315556880,67,,BD,PIERRE CURIE,,31200,31555,TOULOUSE,2014,1
31039310300059,0,310393103,5499,FORT PNEUS,,,,,,1,27/03/2009,4,G,4531Z,,503A,2,00059,34,RR,DD,1,11,31/12/2012,8,31/12/2012,230,,,,,,,O,,27/03/2009,S,,N,MARCH,1,76,34,34,34U03,05/09/2014,34146-00000527572,370,,CHE,DES FOURNELS,Z.I. DES FOURNELS II,34400,34146,LUNEL VIEL,2014,1
31061688300032,0,310616883,10XX,,ROURE,BERNARD,RENAULT MINUTE  ROURE,RENAULT,,3,08/06/2015,4,H,4932Z,01/10/2010,502Z,7,00040,30,RR,DD,2,01,31/12/2010,0,08/06/2015,217,,,,,,,N,,01/01/1995,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30221-00000433973,,,RTE,D'AVIGNON,GARAGE ROURE PETITE ILE,30150,30221,ROQUEMAURE,2010,1
31082853800010,0,310828538,5499,SOCIETE HYDRO-ELECTRIQUE DE L'ORBIEL,,,,,,1,01/01/2000,2,D,3511Z,05/01/2008,401A,3,00036,26,84,26,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,,,,,,,11380,11232,MIRAVAL CABARDES,2014,9
31099617800698,0,310996178,5710,CIBLEX FRANCE,,,,,,1,23/08/2010,4,H,4941B,,602L,6,00771,94,11,94,2,12,31/12/2012,24,31/12/2012,230,,,,,,,O,,23/08/2010,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,31293-00000454898,1,,RUE,DE L EUROPE,ZI LA POINTE,31150,31293,LESPINASSE,2014,0
31107953700016,0,311079537,9220,COMMUNAUTE DE ST REGIS,,,,,,3,11/06/2010,10,S,9491Z,05/01/2008,913A,2,00016,31,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,25/12/1982,S,P,N,NMPRI,1,76,31,31,31U05,07/11/2014,315555448,85,,RUE,LUCIEN CASSAGNE,,31500,31555,TOULOUSE,2010,9
31108708400092,0,311087084,5710,BOSAL FRANCE,,,BOSAL,,,3,10/07/2009,4,G,4531Z,05/01/2008,503A,6,00019,62,32,62,1,,,0,10/07/2009,217,,,,,,,N,,13/09/1993,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315555062,8,,AV,LARRIEU THIBAUD,ZI DE THIBAUD,31100,31555,TOULOUSE,2009,1
31111008400010,0,311110084,6540,SCI BEAUVALLON,,,,,,1,01/01/2000,7,L,6820B,05/01/2008,702C,2,00010,30,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,O,,,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301893875,97,,RUE,GRIEG,,30900,30189,NIMES,2011,1
